,103_AM_(CVD),105_CD40-L_(CVD),106_GDF-15_(CVD),107_PlGF_(CVD),108_SELE_(CVD),109_EGF_(CVD),111_SRC_(CVD),112_IL-1ra_(CVD),113_IL-6_(CVD),114_CSTB_(CVD),116_KLK6_(CVD),117_Gal-3_(CVD),118_PAR-1_(CVD),121_hK11_(CVD),122_TIE2_(CVD),123_TF_(CVD),124_TNF-R1_(CVD),125_PDGF subunit B_(CVD),126_IL27-A_(CVD),129_LOX-1_(CVD),130_TRAIL-R2_(CVD),134_IL-6RA_(CVD),135_TNF-R2_(CVD),136_MMP-3_(CVD),137_HSP 27_(CVD),139_PRL_(CVD),140_MPO_(CVD),141_GH_(CVD),143_RETN_(CVD),144_FAS_(CVD),145_PAPPA_(CVD),148_PTX3_(CVD),149_REN_(CVD),150_CHI3L1_(CVD),151_ST2_(CVD),152_TIM_(CVD),154_mAmP_(CVD),157_PSGL-1_(CVD),158_MB_(CVD),159_TM_(CVD),160_IL-16_(CVD),162_U-PAR_(CVD),164_CTSD_(CVD),165_RAGE_(CVD),166_CCL3_(CVD),167_MMP-7_(CVD),170_CXCL16_(CVD),171_Dkk-1_(CVD),172_SIRT2_(CVD),173_GAL_(CVD),174_AGRP_(CVD),177_t-PA_(CVD),178_HB-EGF_(CVD),179_ESM-1_(CVD),181_VEGF-D_(CVD),182_MMP-12_(CVD),183_SPON1_(CVD),185_CTSL1_(CVD),187_FABP4_(CVD),188_BNP_(CVD),189_LEP_(CVD),191_CA-125_(CVD),192_NEMO_(CVD),193_FS_(CVD),194_PECAM-1_(CVD),195_NT-pro-BNP_(CVD),196_ECP_(CVD),101_IL-8_(INF),102_VEGF-A_(INF),103_BDNF_(INF),105_MCP-3_(INF),106_GDNF_(INF),107_CDCP1_(INF),108_CD244_(INF),109_IL-7_(INF),110_OPG_(INF),111_LAP TGF-beta-1_(INF),112_uPA_(INF),114_IL-17C_(INF),115_MCP-1_(INF),116_IL-17A_(INF),117_CXCL11_(INF),118_AXIN1_(INF),120_TRAIL_(INF),122_CXCL9_(INF),123_CST5_(INF),126_OSM_(INF),128_CXCL1_(INF),130_CCL4_(INF),131_CD6_(INF),132_SCF_(INF),133_IL-18_(INF),134_SLAMF1_(INF),135_TGF-alpha_(INF),136_MCP-4_(INF),137_CCL11_(INF),138_TNFSF14_(INF),139_FGF-23_(INF),140_IL-10RA_(INF),141_FGF-5_(INF),142_MMP-1_(INF),143_LIF-R_(INF),144_FGF-21_(INF),145_CCL19_(INF),148_IL-15RA_(INF),149_IL-10RB_(INF),151_IL-18R1_(INF),152_PD-L1_(INF),153_Beta-NGF_(INF),154_CXCL5_(INF),155_TRANCE_(INF),156_HGF_(INF),157_IL-12B_(INF),161_MMP-10_(INF),162_IL-10_(INF),164_CCL23_(INF),165_CD5_(INF),166_MIP-1 alpha_(INF),167_Flt3L_(INF),168_CXCL6_(INF),169_CXCL10_(INF),170_4E-BP1_(INF),173_CCL28_(INF),174_DNER_(INF),175_EN-RAGE_(INF),176_CD40_(INF),179_FGF-19_(INF),183_MCP-2_(INF),184_CASP-8_(INF),185_CCL25_(INF),186_CX3CL1_(INF),187_TNFRSF9_(INF),188_NT-3_(INF),189_TWEAK_(INF),190_CCL20_(INF),191_ST1A1_(INF),192_STAMPB_(INF),194_ADA_(INF),195_TNFB_(INF),196_CSF-1_(INF),miR-16-5p,miR-19b-3p,miR-20b-5p,miR-21-5p,miR-24-3p,miR-26a-5p,miR-27b-3p,miR-28-5p,miR-29a-3p,miR-30b-5p,miR-92a-3p,miR-93-5p,miR-99b-5p,miR-122-5p,miR-126-3p,miR-126-5p(*),miR-130a-3p,miR-140-5p,miR-143-3p,miR-145-5p,miR-150-5p,miR-191-5p,miR-192-5p,miR-197-3p,miR-221-3p,miR-222-3p,miR-223-3p,miR-223-5p(*),miR-320a,miR-324-5p,miR-375,miR-486-5p,hsa-miR-574-3p,miR-885-5p,let-7b-5p,let-7d-5p,RNY4-3p,RNY4-5p,RNY5-5p
160_IL-16_(CVD),0.474531787,0.24631135,0.379051722,0.554739516,0.235862392,0.135742265,0.203606016,0.400418199,0.28367763,0.568876308,0.396655743,0.484566765,0.505891599,0.427191712,0.357998188,0.404155484,0.547600886,0.205691263,0.313914951,0.50211578,0.552766145,0.369999389,0.574263144,0.181888994,0.369453993,0.196293357,0.363184579,0.040519826,0.461124364,0.510599409,0.211922237,0.099308313,0.203073051,0.258126364,0.20900404,0.344559689,0,0.154910065,0.432851401,0.559602709,0,0.540979995,0.281296533,0.368425976,0.44498126,0.418122908,0.415634907,0.336063007,0.388122391,0.071365941,0.319705474,0.293805217,0.518705456,0.227980407,0.233851107,0.330469201,0.443150531,0.409587381,0.465139785,0.255481608,0.218352534,0.257254415,0.262845361,0.423693407,0.382005874,0.325260745,0.486799626,0.198835121,0.341324915,0.01933118,0.233004505,0.115235988,0.173086207,0.245826515,0.223486716,0.246877219,0.269231935,0.209789348,0.184423547,0.23745787,0.288544029,0.292025454,0.159882474,0.147899471,0.353904143,0.271173607,0.146706747,0.144810447,0.202705414,0.140681907,0.100979242,0.17456204,0.200303634,0.306006863,0.240385295,0.083092113,0.288951968,0.309494912,0.002749446,0.283693487,0.141559824,0.201425986,0.135704973,0.227817565,0.380647315,0.345675653,0.169459867,0.310882797,0.299212563,0.132534838,0.042402764,0.255153877,0.307462495,0.214085392,0.217488543,0.283358472,0.342403276,0.322431211,0.148051747,0.194097788,0.394566767,0.362677096,0.086541627,0,0.301782296,0.355987214,0.003719105,0.116739171,0.356086221,0.152514983,0.302620745,0.399074443,0.011169644,0.103949243,0.240252287,0.065795253,0.321369631,0.137816945,0.103216144,0.351858674,0.046895165,0.00127686,0.012577274,0.087086295,0.054274372,0.036128413,0.009628703,0.076922892,0.071231534,0.001634814,0.007166959,0.060667763,0.05873181,0.09789971,0.064517059,0.041784783,0.010116901,0.040462285,0.001834725,0.005893703,0.139878742,0.016965201,0.076227603,0.049160062,0.079339348,0.092734269,0.099213121,0.076964076,0.154001437,0.004484197,0.077226277,0.058108213,0.025792393,0.133517275,0.064276318,0.001638074,0.050829367,0.007714357,0.166858399
162_U-PAR_(CVD),0.588625864,0.224226571,0.666511231,0.628849063,0.311411101,0.117206254,0.162611804,0.463786706,0.48959653,0.757855919,0.426284272,0.475800338,0.642153933,0.566742582,0.41200173,0.564897558,0.712895698,0.209172786,0.404633754,0.673127462,0.762905262,0.347495505,0.71849168,0.263389204,0.309556133,0.2750439,0.468377978,0.153481469,0.592964794,0.519279132,0.268058437,0.304062664,0.303499905,0.419487175,0.28704075,0.461067494,0,0.122775199,0.412967283,0.571590237,0.540979995,0,0.379505131,0.372938624,0.599143464,0.595540742,0.503535364,0.347913487,0.367099933,0,0.339055072,0.269152689,0.558698377,0.286022988,0.341525049,0.444821526,0.610205217,0.52021827,0.524673737,0.370039251,0.193172013,0.257991865,0.187286707,0.45090044,0.438544032,0.45577451,0.55806752,0.334264599,0.452205351,0.130604193,0.34230536,0.273792223,0.37021848,0.237950125,0.15212466,0.284607134,0.313798725,0.18959322,0.213500206,0.216610685,0.248784779,0.328776763,0.093688955,0,0.512373889,0.284384003,0.327976228,0.196443768,0.20953483,0.055773515,0,0.15292706,0.355323688,0.468292206,0.134700884,0.214556825,0.366741308,0.37461024,0.130174259,0.312252787,0.22268214,0.285105915,0.180676381,0.271796073,0.415757056,0.335061716,0.196347431,0.422687144,0.329470706,0.085630459,0,0.339488282,0.285282431,0.275249006,0.207677509,0.205948268,0.310922576,0.471533506,0.152199244,0.156251025,0.426882499,0.407937208,0.113822623,0,0.246977907,0.494728536,0.081477057,0.14096688,0.349148483,0.301908156,0.363945337,0.427787763,0.067100811,0,0.254970835,0,0.208103126,0.132838147,0.029997254,0.345888218,0.097507144,0.059578298,0.080454227,0.064556859,0.009063117,0.104824924,0.075801328,0.050559272,0.01702115,0.114820325,0.085203865,0.067428035,0.042996791,0.212215851,0.031438978,0.03548405,0.054952017,0.051754289,0.063810241,0.060826663,0.027072663,0.042979448,0.134576755,0.015207009,0.012749385,0.023532254,0.047458497,0.015868691,0.074760593,0.03636572,0.0622245,0.064301526,0.185487058,0.215273058,0.040484085,0.068408546,0.082404417,0.114010354,0.286481721
164_CTSD_(CVD),0.321005101,0.16205752,0.344838447,0.357699852,0.396495076,0.091930017,0.086320672,0.341374327,0.234628647,0.366508232,0.164480446,0.236142082,0.309189428,0.212644054,0.374421915,0.213762505,0.323570794,0.15709196,0.153375808,0.31202642,0.37658734,0.273871997,0.321781708,0.121347225,0.140416512,0.162807898,0.267705447,0,0.255890706,0.348198149,0.225490128,0.213644779,0.223111309,0.436649596,0.252820017,0.261444423,0,0.06938045,0.140469964,0.295961629,0.281296533,0.379505131,0,0.149960478,0.366226367,0.342876885,0.307198965,0.21733415,0.205994883,0.053747936,0.242315158,0.402832548,0.243857185,0.157645125,0.074299271,0.188482228,0.241300504,0.323446487,0.287537978,0.091879705,0.141645285,0.126532278,0.180312162,0.3782487,0.346005066,0.078685437,0.200090309,0.218045807,0.185238752,0.018805091,0.121535766,0.117391089,0.124150965,0.078864128,0.068208237,0.130750725,0.189699191,0.041389974,0.09159921,0.068615963,0.160540064,0.177667846,0.090174342,0,0.134933338,0.107405283,0.201495597,0.104737348,0.11616332,0.044977779,0,0.104517014,0.185094037,0.140818334,0.002747025,0.040598761,0.274907784,0.146997315,0.080903924,0.00490469,0,0.13162802,0.356352676,0.19934105,0.099323645,0.109534348,0.228413306,0.16297478,0.092357633,0.019426514,0,0.187274587,0.180337956,0.062495096,0.093784411,0.030201428,0.039753475,0.244183801,0.033419421,0.14960061,0.202230561,0.206968516,0.062450034,0,0.044176,0.134752161,0.100782216,0.10164677,0.102861758,0.01985444,0.04722276,0.119961825,0.069017717,0,0.142366886,0,0.107767638,0.004394712,0,0.044348165,0.079249458,0.088853425,0.029775166,0.09125132,0.060974242,0.004172748,0.084865817,0.016230762,0.112429985,0.049612579,0.040415775,0.019804118,0.147382586,0.161865928,0.072114044,0.029476407,0.01939057,0.046133254,0.000761723,0.007921304,0.100714946,0.069900418,0.105333197,0.043763994,0.007423328,0.136433399,0.06278185,0.072932554,0.147832319,0.044132243,0.059433288,0.076662413,0.090289247,0.167461408,0.066299802,0.040263053,0.040186863,0.016770952,0.048446558
165_RAGE_(CVD),0.263254331,0.149928408,0.243144596,0.400257533,0.116549603,0.050052605,0.100502837,0.142590638,0.027248831,0.336135416,0.361667414,0.318086999,0.414200096,0.470569818,0.282177557,0.415497548,0.394522327,0.129571985,0.174072271,0.305069279,0.362045307,0.193249705,0.386593728,0,0.247077353,0.039841733,0.197947881,0.176140115,0.208748589,0.456127231,0.089361278,0.110512238,0.012149282,0.079397404,0,0.23591429,0,0.112690498,0.319835996,0.387669603,0.368425976,0.372938624,0.149960478,0,0.242050385,0.34710052,0.359201789,0.345024907,0.208306679,0.006958851,0.302641877,0.158031409,0.472583588,0.324242672,0.301025267,0.266218427,0.471008621,0.261214456,0.291706296,0.258054587,0.061018331,0.162703081,0.084190364,0.241237418,0.366740065,0.322149967,0.224347541,0.134013468,0.189283074,0.069919953,0.021062481,0.127030065,0.123887745,0.240443719,0.060316619,0.214676781,0.18245428,0.356678671,0.112598489,0.176327818,0.140122626,0.103381782,0,0.15459215,0.193756255,0.248823863,0,0.094875467,0.072502105,0.211256169,0.120092348,0,0.129495875,0.212838905,0.099988206,0.037324209,0.13450852,0.330948093,0,0.291312897,0.016984195,0.168439619,0.026720527,0.125905556,0.203836371,0.273075501,0,0.157407389,0.112424482,0.081333793,0.058255923,0.226071055,0.276129409,0.135181019,0.022084313,0.103187242,0.312500651,0.134276377,0.170753279,0.079956163,0.185385123,0.193479051,0.081199542,0.132091995,0,0.300105086,0.072952406,0.02315634,0.144252404,0.283599005,0.269923702,0.317085086,0.119247936,0.265104948,0.084510454,0.036330075,0.122343544,0.228121185,0.081070574,0.260864843,0.001093766,0.026803602,0.002741278,0.036170099,0.030574121,0.013865118,0.017515344,0.110950076,0.043948137,0.001347902,0.026033466,0.027327314,0.055685431,0.103066524,0.01107785,0.075955766,0.023774555,0.002885935,0.032940972,0.056902561,0.027053787,0.01983878,0.028795688,0.038169901,0.018828072,0.00875424,0.012894212,0.127213099,0.041016714,0.02236882,0.044625072,0.016576877,0.095416941,0.10124605,0.010302057,0.009411117,0.125411663,0.068266806,0.13376814
166_CCL3_(CVD),0.490225522,0.124082022,0.540386119,0.55935192,0.24760721,0.003807673,0.056509412,0.43990457,0.4097005,0.610419335,0.33826417,0.368490305,0.519012494,0.422511249,0.357105665,0.390611324,0.643932763,0.086825047,0.453264134,0.433390893,0.647630269,0.336868516,0.68590527,0.24716934,0.254747394,0.260534808,0.33581688,0.01129778,0.515374345,0.478286474,0.25926265,0.305397201,0.220073562,0.36630468,0.271792033,0.322094651,0,0.12715111,0.461927076,0.522108666,0.44498126,0.599143464,0.366226367,0.242050385,0,0.430705555,0.389076445,0.201754156,0.309163013,0.045778315,0.339464353,0.253928833,0.486445041,0.244711483,0.157719088,0.353531844,0.349416978,0.525645506,0.365918086,0.3382172,0.088155441,0.200246256,0.107350588,0.417931786,0.340902272,0.393673622,0.379000446,0.362247927,0.408451527,0,0.334242407,0.216269776,0.364431687,0.255139893,0.099124585,0.188747312,0.238516964,0.163236135,0.22171196,0.271378713,0.278721627,0.442448198,0.023553745,0.061390319,0.503635741,0.248381642,0.237695296,0.119130834,0.446859225,0.105136995,0,0.272200381,0.347722809,0.458058958,0.115784495,0.153159203,0.280936975,0.292634557,0.098887975,0.114225068,0.137297654,0.13242607,0.134729786,0.223663853,0.27652781,0.314960372,0.216371394,0.455293443,0.245744162,0,0,0.235101945,0.371154821,0.166566626,0.276659827,0.400604038,0.276816204,0.869142216,0.068327571,0.220634496,0.481477741,0.398298146,0.162513291,0,0.179227585,0.38403829,0.071548672,0.225632562,0.296413898,0.226619559,0.275762393,0.385498585,0,0,0.222364536,0,0.127314573,0.136223021,0.093996618,0.295043623,0.141003467,0.09253935,0.128050701,0.026151868,0.120405819,0.115808053,0.034821682,0.071610906,0.026730508,0.119779678,0.088325918,0.107797136,0.091146668,0.064588089,0.116585029,0.025386198,0.113777515,0.063952673,0.024462489,0.10484874,0.090970585,0.073846484,0.004379009,0.071515155,0.075085949,0.05583282,0.148126082,0.027162237,0.002084229,0.070215129,0.010907794,0.113460907,0.092877633,0.092068992,0.087815101,0.088203397,0.095599954,0.131384644,0.122220971
167_MMP-7_(CVD),0.553969435,0.204877773,0.637071027,0.588278427,0.267987002,0.026121057,0.115291929,0.333361199,0.362779339,0.58573138,0.383311095,0.455923989,0.479031693,0.492285597,0.38775755,0.498473901,0.567020408,0.160474038,0.23000319,0.494441388,0.681428981,0.329987823,0.565602378,0.163592274,0.244689729,0.285533841,0.386434615,0.210027706,0.413467307,0.490503659,0.170933552,0.270674961,0.311228681,0.339330412,0.214992831,0.535355422,0,0.144372887,0.372463772,0.484779019,0.418122908,0.595540742,0.342876885,0.34710052,0.430705555,0,0.533100807,0.301750908,0.257822744,0.066511138,0.387018857,0.320290959,0.521130682,0.186531232,0.240730868,0.480496649,0.589865825,0.351607575,0.443290377,0.331601814,0.187661492,0.199795069,0.1299303,0.369669666,0.314751847,0.413356985,0.360317132,0.325946608,0.383171561,0.005843346,0.242369639,0.164526114,0.210196453,0.129614871,0.107148279,0.309329273,0.195636396,0.213705013,0.116514417,0.327221374,0.124847421,0.183627425,0.012216718,0.058006066,0.380439608,0.35718056,0.096508548,0.132599788,0.11717207,0.041104379,0.031263009,0.071544632,0.259968433,0.4655183,0.166523118,0.285754175,0.214689212,0.389331585,0.026018305,0.262521865,0.138931045,0.209424197,0.254083906,0.24260728,0.204483306,0.321396668,0.135890501,0.234232108,0.258310338,0.10541451,0,0.33868122,0.271380267,0.316515139,0.10239364,0.197351519,0.254532654,0.236838511,0.162580728,0.201150024,0.28458538,0.270532495,0.182075455,0,0.152321997,0.376111555,0.105010202,0.168360062,0.256562742,0.292367919,0.272393989,0.368548418,0.142692493,0,0.192132187,0,0.103999277,0.091191945,0.057192478,0.235923924,0.024995483,0.001019635,0.05729502,0.027121397,0.079606691,0.094992702,0.051290966,0.024193936,0.031781324,0.049954574,0.057457509,0.078811156,0.03109321,0.060066484,0.056473061,0.030543403,0.035279168,0.002522833,0.012119448,0.089219943,0.080798603,0.03619172,0.045690368,0.106868448,0.067054993,0.010870386,0.086375536,0.010404326,0.056213772,0.064586717,0.067624343,0.062961861,0.142776124,0.015326614,0.016936722,0.036762798,0.070056916,0.115522818,0.202376425
170_CXCL16_(CVD),0.471556192,0.286522689,0.365519993,0.553172007,0.252744189,0.12982122,0.197552585,0.311528882,0.223689336,0.489673289,0.43178951,0.545029911,0.463130055,0.479516179,0.449506339,0.514340733,0.505902165,0.215164064,0.18243004,0.440640466,0.547196889,0.417910965,0.480423619,0.202587944,0.291056171,0.261149816,0.302555795,0.159173478,0.350323174,0.58481182,0.106088103,0.199030617,0.228773174,0.197503484,0.156971693,0.364966517,0.040500201,0.048764786,0.356486306,0.5313111,0.415634907,0.503535364,0.307198965,0.359201789,0.389076445,0.533100807,0,0.408771617,0.305651656,0.101481442,0.218790715,0.317482557,0.542903021,0.212160811,0.250385778,0.25877711,0.555439985,0.328040867,0.465789288,0.18142745,0.259357001,0.176368484,0.245053327,0.402027972,0.412437425,0.251653397,0.308332954,0.114191814,0.224587142,0.002938194,0.116449896,0.064321574,0.058789199,0,0.112021728,0.150711602,0.141365283,0.169888725,0.103373123,0.196399018,0.163142563,0.051571945,0.06744379,0.13197235,0.134524369,0.223626872,0.035697965,0.082410601,0.026359726,0,0.031648981,0.000757184,0.075038064,0.212521301,0.046385243,0.091792658,0.133602634,0.179884236,0.016332607,0.200061604,0,0.145124011,0.176475743,0.053335548,0.122302962,0.191168498,0.096322088,0.158401532,0.097505178,0.052516988,0,0.127348758,0.140447278,0.237783554,0.011509804,0.115483983,0.043560992,0.166635927,0.094898464,0.007806623,0.137742361,0.146506303,0,0,0.07337505,0.211304959,0.048204784,0.125955278,0.125102842,0.203317935,0.211787891,0.125701071,0.009828806,0.015270315,0.081571841,0,0.112343993,0.055302393,0,0.130778383,0.052889599,0.012493876,0.020128443,0.011894826,0.039423942,0.053710686,0.06764116,0.019532993,0.030336297,0.043979189,0.093686637,0.056737141,0.011625248,0.073211229,0.007403079,0.083524951,0.024254857,0.018393071,0.065080066,0.066637655,0.019279028,0.042332524,0.025439746,0.082134321,0.025379339,0.020128781,0.029179885,0.086428045,0.031059229,0.072929465,0.044452788,0.082035831,0.073405369,0.046291121,0.037646712,0.026740792,0.125761037,0.123957886,0.189477066
171_Dkk-1_(CVD),0.206684164,0.33330636,0.228087933,0.427440325,0.164172787,0.276454782,0.311307305,0.098889645,0.015919508,0.278261271,0.344059665,0.363772239,0.437355348,0.29247358,0.395988215,0.366139663,0.351741204,0.388762881,0.193259028,0.349649742,0.382593534,0.254887239,0.363850242,0.178519037,0.407300446,0.165880452,0.332012159,0.156324676,0.312130527,0.405328318,0.259792222,0.251880035,0.077970362,0.073135448,0.144295506,0.177269753,0,0.121532753,0.238791371,0.443593685,0.336063007,0.347913487,0.21733415,0.345024907,0.201754156,0.301750908,0.408771617,0,0.448582739,0.11850091,0.303171424,0.062747749,0.500380457,0.324227134,0.246931292,0.177610975,0.397229419,0.246790515,0.174416912,0.142568428,0.04724669,0.209677591,0.350504352,0.321183482,0.311931636,0.174196578,0.292118062,0.108280092,0.109941764,0.070495282,0.062330035,0.040897971,0.071781747,0.126674704,0.234550333,0.117716223,0.200968226,0.130770924,0.087981062,0.070572242,0.126925091,0.111630783,0.205760441,0.105727452,0.1067275,0.189339634,0.08045339,0.286999729,0,0,0.110759081,0.005044215,0.064352875,0.144708205,0.070193728,0.031292221,0.125256985,0.110060166,0.013065244,0.211848691,0.101604506,0.111264699,0.021313802,0.019144026,0.130077253,0.170842158,0,0.169466393,0.127823299,0.229620947,0.014377482,0.060846166,0.112537912,0.139586453,0.084258072,0.098204093,0.137996258,0.001556787,0.015835601,0.167378971,0.127501655,0.189351132,0.009161878,0.039440843,0.045651833,0.222554726,0.068982047,0.033353849,0.172421307,0.097674235,0.199058252,0.129737313,0.052135512,0.130412921,0.040426907,0.118632298,0.314955399,0.176546287,0,0.164996941,0.221467496,0.208704478,0.203559646,0.120696839,0.18925349,0.140774703,0.129721517,0.160099499,0.106641126,0.189748582,0.138005236,0.217102617,0.16023373,0.112227794,0.217077944,0.104961308,0.149186754,0.18814035,0.181501552,0.175317147,0.062784252,0.160844234,0.014020242,0.079198967,0.129752427,0.20567797,0.203375469,0.083473128,0.197975642,0.126616624,0.039540969,0.182633756,0.11062791,0.121846212,0.209555983,0.164884679,0.041190025,0.073511525,0.079048647
172_SIRT2_(CVD),0.289844491,0.697446527,0.249667907,0.353997684,0.18546468,0.631982217,0.758162335,0.207465121,0.114622848,0.386455436,0.219934027,0.292094133,0.545954132,0.305953411,0.27102506,0.282660178,0.284774637,0.713631283,0.177830066,0.33535912,0.358937637,0.235287162,0.346396944,0.133435441,0.761160305,0.139161634,0.285325006,0.104968559,0.317249171,0.377532693,0.222644737,0.238938434,0.125196385,0.11162985,0.151595113,0.185341616,0.056670218,0.1292376,0.192279801,0.306269772,0.388122391,0.367099933,0.205994883,0.208306679,0.309163013,0.257822744,0.305651656,0.448582739,0,0.139766076,0.217961589,0.123064213,0.420031328,0.259981643,0.176017983,0.149693219,0.274450024,0.297357284,0.236236866,0.177899086,0.104358834,0.185928999,0.793944984,0.244277031,0.311056205,0.145988254,0.354630095,0.145413956,0.091617075,0.053580094,0.078052637,0.067783065,0.119654477,0.129977536,0.348557707,0.008293906,0.25438131,0.033737336,0.130096575,0.036537968,0.125502104,0.218710227,0.697957177,0,0.125253877,0.085161822,0.166995795,0.578897302,0.129068543,0.072627655,0,0.058723005,0.112493761,0.12219593,0.068855565,0.004638664,0.281212315,0.076022474,0,0.198108474,0.19350298,0.04315078,0.092321273,0.01895912,0.161576496,0.073956806,0.142787043,0.176938475,0.079069856,0.484769385,0.041365113,0.006640315,0.161117015,0.01093729,0.169611033,0.128941128,0.059509246,0.173826454,0.015472625,0.247916734,0.173224809,0.38696758,0,0,0.053062073,0.146927703,0,0.048520213,0.498662744,0,0.09773297,0.061012115,0.00783476,0,0.016711964,0.398005887,0.738950095,0.066538175,0,0.059811312,0.325802525,0.550029472,0.499606655,0.523528822,0.555081955,0.485902024,0.280056751,0.166720434,0.460314743,0.490131872,0.431832378,0.525229701,0.321789966,0.073591833,0.506951004,0.262377359,0.476120342,0.467689734,0.290000704,0.433946807,0.184102618,0.51857376,0.02030519,0.354532656,0.54330369,0.49667855,0.545193748,0.336496341,0.535739091,0.390462518,0.063728727,0.288569406,0.368241073,0.104473807,0.409584331,0.536022181,0.357005726,0.436619617,0.107801254
173_GAL_(CVD),0,0.09198698,0.064529066,0.180222972,0.08287613,0.069731617,0.064397922,0,0,0.054685831,0.306701738,0.036131174,0.071160213,0.086856745,0.232414431,0.161911957,0.060074842,0.078691963,0.116712134,0,0.075602939,0.108673213,0.080692681,0.326504124,0.106266322,0.006969417,0.080297075,0,0.084877781,0.113247082,0.182717391,0.153439603,0.079525129,0.06963559,0.130845198,0.057382046,0.125583261,0,0.168812539,0.178583987,0.071365941,0,0.053747936,0.006958851,0.045778315,0.066511138,0.101481442,0.11850091,0.139766076,0,0.179702437,0,0.179873359,0.114101381,0.022109365,0.02133338,0.005579356,0.117671162,0,0,0,0.092822152,0.136550881,0.221144776,0.192659248,0.001843936,0,0,0,0,0.016680577,0.107131061,0,0,0.046962027,0,0,0,0,0,0.104841188,0.059670534,0.07945846,0.066624257,0,0.126225646,0.06790555,0,0,0,0.129797602,0.133288448,0.022398795,0.047187333,0.061008386,0,0,0,0,0.045947231,0,0.031183141,0,0,0.002106888,0,0,0.141060732,0.020800725,0,0.051574431,0,0,0.013778633,0,0.131120227,0,0,0,0.026601192,0,0.032529073,0,0.025916262,0,0,0,0.043507851,0,0,0.041178652,0,0,0.050381397,0,0.026106747,0.093937883,0,0,0,0.061814927,0.013319091,0.03579877,0.00384448,0.027221269,0.021512726,0.040936746,0.015731069,0.038889256,0.021180682,0.058838186,0.017571972,0.051084718,0.071949298,0.039039909,0.039606862,0.030959018,0.002563845,0.100503202,7.51599E-05,0.077355319,0.068577055,0.078917917,0.002115803,0.006658859,0.001019978,0.019884425,7.0012E-05,0.014804441,0.005192897,0.033349715,0.054011484,0.014238008,0.074856859,0.001193636,0.067789764,0.027383255,0.02716361,0.006805574
174_AGRP_(CVD),0.257181321,0.125112523,0.345202977,0.43630713,0.129136911,0,0.035756078,0.20327132,0.076906917,0.330115859,0.331077061,0.307597368,0.316598114,0.325995088,0.330280876,0.292512736,0.396740893,0.087087024,0.304462972,0.243607639,0.364881056,0.213586611,0.412583796,0.106470185,0.188963917,0.200675794,0.231361553,0.075890087,0.332335978,0.357613458,0.170956127,0.214871749,0.183176502,0.238720827,0.128181303,0.249023065,0,0.085065484,0.297972602,0.324767558,0.319705474,0.339055072,0.242315158,0.302641877,0.339464353,0.387018857,0.218790715,0.303171424,0.217961589,0.179702437,0,0.209651989,0.37964218,0.136437761,0.124306038,0.239237943,0.347942699,0.271281132,0.215307017,0.235100466,0.047365092,0.158560254,0.027749476,0.269585587,0.23072044,0.240519236,0.254471433,0.175781801,0.288101709,0,0.168112095,0.137830932,0.135840467,0.301887335,0.179644013,0.210510328,0.314699638,0.218021878,0.078039863,0.225209919,0.126065888,0.281302437,0,0.118966439,0.271149056,0.208531985,0.097239472,0.100194245,0.154323026,0.130528215,0.009338083,0.185340995,0.19816089,0.351520871,0.192988971,0.127186848,0.09603556,0.31943262,0.120606823,0.131163579,0.076465939,0.221893413,0.251050509,0.181464176,0.262109862,0.337828786,0.114051347,0.317425997,0.295428042,0.036495393,0,0.299030764,0.217823919,0.13011272,0.20953054,0.320006918,0.296264316,0.213377775,0.073637648,0.409592042,0.246765653,0.316521665,0.271536583,0.045611123,0.018392281,0.277516362,0.138198878,0.185081504,0.073588874,0.213515756,0.273702008,0.293161307,0.037112565,0.125596032,0.149267778,0.053932487,0.118406126,0.204492013,0.145973959,0.268518413,0.036985036,0.010742547,0.067835255,0.002583235,0.086934438,0.046450547,0.04743619,0.000775966,0.03403921,0.015323013,0.009393271,0.019496957,0.013466666,0.015357672,0.043445001,0.010900587,0.084163138,0.041484322,0.058562948,0.057388183,0.046709987,0.060872308,0.045337219,0.06664349,0.064378579,0.011852612,0.076531992,0.023104975,0.027552625,0.019194945,0.067836438,0.029472462,0.077779747,0.00864888,0.024677851,0.058596919,0.124361484,0.149548286,0.092320375
